Fecha,Posición,Canción,Artista
2021-10-15,1012,Volvi,Aventura x Bad Bunny
2021-10-15,1026,Todo de Ti,Rauw Alejandro
2021-10-15,1040,Jugaste y Sufri,Eslabon Armado Featuring DannyLux
2021-10-15,1054,Outside (100 MPH),Meek Mill
2021-10-15,1068,Same Boat,Zac Brown Band
2021-10-15,1082,Last One Standing,"Skylar Grey, Polo G, Mozzy & Eminem"
2021-10-15,1096,In The Bible,Drake Featuring Lil Durk & Giveon
2021-10-15,1110,Chosen,Blxst & Tyga Featuring Ty Dolla $ign
2021-10-15,1124,Bad Morning,YoungBoy Never Broke Again
2021-10-15,1138,Yonaguni,Bad Bunny
2021-10-15,1152,The Feels,TWICE
2021-10-15,1166,Summer Of Love,Shawn Mendes & Tainy
2021-10-15,1180,Get Into It (Yuh),Doja Cat
2021-10-15,1194,Nevada,YoungBoy Never Broke Again
2021-10-15,1208,Waves,Luke Bryan
2021-10-15,1222,Life Support,YoungBoy Never Broke Again
2021-10-15,1236,Me (FWM),Meek Mill Featuring A$AP Ferg
2021-10-15,1250,Love Train,Meek Mill
2021-10-15,1264,Feelin Like Tunechi,Lil Wayne Featuring Rich The Kid
2021-10-15,1278,One Mississippi,Kane Brown
2021-10-15,1292,Ghost,Justin Bieber
2021-10-15,1306,Sand In My Boots,Morgan Wallen
2021-10-15,1320,Ride For You,Meek Mill Featuring Kehlani
2021-10-15,1334,Esta Danada,Ivan Cornejo
2021-10-15,1348,Whiskey And Rain,Michael Ray
2021-10-15,1362,TSU,Drake
2021-10-15,1376,Love All,Drake Featuring JAY-Z
2021-10-15,1390,No Where,YoungBoy Never Broke Again
2021-10-22,4,Industry Baby,Lil Nas X & Jack Harlow
2021-10-22,18,Stay,The Kid LAROI & Justin Bieber
2021-10-22,32,Fancy Like,Walker Hayes
2021-10-22,46,Bad Habits,Ed Sheeran
2021-10-22,60,Way 2 Sexy,Drake Featuring Future & Young Thug
2021-10-22,74,Good 4 U,Olivia Rodrigo
2021-10-22,88,Kiss Me More,Doja Cat Featuring SZA
2021-10-22,102,Levitating,Dua Lipa
2021-10-22,116,Essence,Wizkid Featuring Justin Bieber & Tems
2021-10-22,130,Shivers,Ed Sheeran
2021-10-22,144,Need To Know,Doja Cat
2021-10-22,158,Heat Waves,Glass Animals
2021-10-22,172,Save Your Tears,The Weeknd & Ariana Grande
2021-10-22,186,Knife Talk,Drake Featuring 21 Savage & Project Pat
2021-10-22,200,Beggin',Maneskin
2021-10-22,214,You Right,Doja Cat & The Weeknd
2021-10-22,228,Who Want Smoke??,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage"
2021-10-22,242,My Universe,Coldplay x BTS
2021-10-22,256,If I Didn't Love You,Jason Aldean & Carrie Underwood
2021-10-22,270,Montero (Call Me By Your Name),Lil Nas X
2021-10-22,284,Traitor,Olivia Rodrigo
2021-10-22,298,Girls Want Girls,Drake Featuring Lil Baby
2021-10-22,312,Chasing After You,Ryan Hurd With Maren Morris
2021-10-22,326,Take My Breath,The Weeknd
2021-10-22,340,Cold Heart (PNAU Remix),Elton John & Dua Lipa
2021-10-22,354,Thats What I Want,Lil Nas X
2021-10-22,368,Pepas,Farruko
2021-10-22,382,My Boy,Elvie Shane
2021-10-22,396,Wockesha,Moneybagg Yo
2021-10-22,410,Happier Than Ever,Billie Eilish
2021-10-22,424,Love Nwantiti (Ah Ah Ah),CKay
2021-10-22,438,Ghost,Justin Bieber
2021-10-22,452,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs
2021-10-22,466,A-O-K,Tai Verdes
2021-10-22,480,Memory I Don't Mess With,Lee Brice
2021-10-22,494,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk
2021-10-22,508,I Was On A Boat That Day,Old Dominion
2021-10-22,522,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak)
2021-10-22,536,Fair Trade,Drake Featuring Travis Scott
2021-10-22,550,Buy Dirt,Jordan Davis Featuring Luke Bryan
2021-10-22,564,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon
2021-10-22,578,Deja Vu,Olivia Rodrigo
2021-10-22,592,You Should Probably Leave,Chris Stapleton
2021-10-22,606,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole
2021-10-22,620,Cold As You,Luke Combs
2021-10-22,634,Gyalis,Capella Grey
2021-10-22,648,Love Again,Dua Lipa
2021-10-22,662,Leave Before You Love Me,Marshmello X Jonas Brothers
2021-10-22,676,Family Ties,Baby Keem & Kendrick Lamar
2021-10-22,690,Hurricane,Kanye West
2021-10-22,704,Lo Siento BB:/,"Tainy, Bad Bunny & Julieta Venegas"
2021-10-22,718,Wild Side,Normani Featuring Cardi B
2021-10-22,732,Flocky Flocky,Don Toliver Featuring Travis Scott
2021-10-22,746,Have Mercy,Chloe
2021-10-22,760,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter
2021-10-22,774,Baddest,"Yung Bleu, Chris Brown & 2 Chainz"
2021-10-22,788,Late At Night,Roddy Ricch
2021-10-22,802,2055,Sleepy Hallow
2021-10-22,816,Whole Lotta Money,BIA Featuring Nicki Minaj
2021-10-22,830,Memory,Kane Brown X blackbear
2021-10-22,844,Esta Danada,Ivan Cornejo
2021-10-22,858,Knowing You,Kenny Chesney
2021-10-22,872,Woman,Doja Cat
2021-10-22,886,Same Boat,Zac Brown Band
2021-10-22,900,Chosen,Blxst & Tyga Featuring Ty Dolla $ign
2021-10-22,914,Too Easy,Gunna & Future
2021-10-22,928,Volvi,Aventura x Bad Bunny
2021-10-22,942,Easy On Me,Adele
2021-10-22,956,Jugaste y Sufri,Eslabon Armado Featuring DannyLux
2021-10-22,970,Todo de Ti,Rauw Alejandro
2021-10-22,984,Thot Shit,Megan Thee Stallion
2021-10-22,998,Sand In My Boots,Morgan Wallen
2021-10-22,1012,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line
2021-10-22,1026,No Friends In The Industry,Drake
2021-10-22,1040,WFM,RealestK
2021-10-22,1054,Yonaguni,Bad Bunny
2021-10-22,1068,Champagne Poetry,Drake
2021-10-22,1082,One Mississippi,Kane Brown
2021-10-22,1096,Get Into It (Yuh),Doja Cat
2021-10-22,1110,You Time,Scotty McCreery
2021-10-22,1124,Your Heart,Joyner Lucas & J. Cole
2021-10-22,1138,Whiskey And Rain,Michael Ray
2021-10-22,1152,In The Bible,Drake Featuring Lil Durk & Giveon
2021-10-22,1166,Summer Of Love,Shawn Mendes & Tainy
2021-10-22,1180,Maybach,42 Dugg Featuring Future
2021-10-22,1194,Tequila Little Time,Jon Pardi
2021-10-22,1208,Waves,Luke Bryan
2021-10-22,1222,Freedom Was A Highway,Jimmie Allen & Brad Paisley
2021-10-22,1236,Nevada,YoungBoy Never Broke Again
2021-10-22,1250,Like A Lady,Lady A
2021-10-22,1264,Life Goes On,Oliver Tree
2021-10-22,1278,Woo Baby,Pop Smoke Featuring Chris Brown
2021-10-22,1292,Life Support,YoungBoy Never Broke Again
2021-10-22,1306,'Til You Can't,Cody Johnson
2021-10-22,1320,Who's In Your Head,Jonas Brothers
2021-10-22,1334,Ain't Shit,Doja Cat
2021-10-22,1348,Just About Over You,Priscilla Block
2021-10-22,1362,For Tonight,Giveon
2021-10-22,1376,Praise God,Kanye West
2021-10-22,1390,Bad Morning,YoungBoy Never Broke Again
2021-10-29,4,Easy On Me,Adele
2021-10-29,18,Stay,The Kid LAROI & Justin Bieber
2021-10-29,32,Industry Baby,Lil Nas X & Jack Harlow
2021-10-29,46,Fancy Like,Walker Hayes
2021-10-29,60,Bad Habits,Ed Sheeran
2021-10-29,74,Way 2 Sexy,Drake Featuring Future & Young Thug
2021-10-29,88,Good 4 U,Olivia Rodrigo
2021-10-29,102,Levitating,Dua Lipa
2021-10-29,116,Shivers,Ed Sheeran
2021-10-29,130,Kiss Me More,Doja Cat Featuring SZA
2021-10-29,144,Need To Know,Doja Cat
2021-10-29,158,Essence,Wizkid Featuring Justin Bieber & Tems
2021-10-29,172,My Universe,Coldplay x BTS
2021-10-29,186,Heat Waves,Glass Animals
2021-10-29,200,Beggin',Maneskin
2021-10-29,214,You Right,Doja Cat & The Weeknd
2021-10-29,228,Save Your Tears,The Weeknd & Ariana Grande
2021-10-29,242,Knife Talk,Drake Featuring 21 Savage & Project Pat
2021-10-29,256,Who Want Smoke??,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage"
2021-10-29,270,Bubbly,Young Thug With Drake & Travis Scott
2021-10-29,284,Cold Heart (PNAU Remix),Elton John & Dua Lipa
2021-10-29,298,Traitor,Olivia Rodrigo
2021-10-29,312,If I Didn't Love You,Jason Aldean & Carrie Underwood
2021-10-29,326,Montero (Call Me By Your Name),Lil Nas X
2021-10-29,340,Chasing After You,Ryan Hurd With Maren Morris
2021-10-29,354,Girls Want Girls,Drake Featuring Lil Baby
2021-10-29,368,Take My Breath,The Weeknd
2021-10-29,382,Thats What I Want,Lil Nas X
2021-10-29,396,Pepas,Farruko
2021-10-29,410,Happier Than Ever,Billie Eilish
2021-10-29,424,Love Nwantiti (Ah Ah Ah),CKay
2021-10-29,438,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole
2021-10-29,452,Wockesha,Moneybagg Yo
2021-10-29,466,Buy Dirt,Jordan Davis Featuring Luke Bryan
2021-10-29,480,Memory I Don't Mess With,Lee Brice
2021-10-29,494,A-O-K,Tai Verdes
2021-10-29,508,My Boy,Elvie Shane
2021-10-29,522,Ghost,Justin Bieber
2021-10-29,536,Pissed Me Off,Lil Durk
2021-10-29,550,You Should Probably Leave,Chris Stapleton
2021-10-29,564,Cold As You,Luke Combs
2021-10-29,578,I Was On A Boat That Day,Old Dominion
2021-10-29,592,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk
2021-10-29,606,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak)
2021-10-29,620,Lets Go Brandon,Loza Alexander
2021-10-29,634,Gyalis,Capella Grey
2021-10-29,648,Wild Side,Normani Featuring Cardi B
2021-10-29,662,Fair Trade,Drake Featuring Travis Scott
2021-10-29,676,Leave Before You Love Me,Marshmello X Jonas Brothers
2021-10-29,690,Deja Vu,Olivia Rodrigo
2021-10-29,704,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter
2021-10-29,718,Family Ties,Baby Keem & Kendrick Lamar
2021-10-29,732,Have Mercy,Chloe
2021-10-29,746,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs
2021-10-29,760,Same Boat,Zac Brown Band
2021-10-29,774,Ex For A Reason,Summer Walker & JT
2021-10-29,788,Better Days,NEIKED X Mae Muller X Polo G
2021-10-29,802,Hurricane,Kanye West
2021-10-29,816,Baddest,"Yung Bleu, Chris Brown & 2 Chainz"
2021-10-29,830,Late At Night,Roddy Ricch
2021-10-29,844,Love Again,Dua Lipa
2021-10-29,858,Memory,Kane Brown X blackbear
2021-10-29,872,Chosen,Blxst & Tyga Featuring Ty Dolla $ign
2021-10-29,886,Knowing You,Kenny Chesney
2021-10-29,900,Woman,Doja Cat
2021-10-29,914,Esta Danada,Ivan Cornejo
2021-10-29,928,WFM,RealestK
2021-10-29,942,Livin It Up,Young Thug With Post Malone & A$AP Rocky
2021-10-29,956,Stressed,Young Thug With J. Cole & T-Shyne
2021-10-29,970,Whole Lotta Money,BIA Featuring Nicki Minaj
2021-10-29,984,Too Easy,Gunna & Future
2021-10-29,998,2055,Sleepy Hallow
2021-10-29,1012,Lo Siento BB:/,"Tainy, Bad Bunny & Julieta Venegas"
2021-10-29,1026,Sand In My Boots,Morgan Wallen
2021-10-29,1040,Volvi,Aventura x Bad Bunny
2021-10-29,1054,'Til You Can't,Cody Johnson
2021-10-29,1068,Jugaste y Sufri,Eslabon Armado Featuring DannyLux
2021-10-29,1082,Rich N***a Shit,Young Thug With Juice WRLD
2021-10-29,1096,Yonaguni,Bad Bunny
2021-10-29,1110,One Mississippi,Kane Brown
2021-10-29,1124,Whiskey And Rain,Michael Ray
2021-10-29,1138,Thot Shit,Megan Thee Stallion
2021-10-29,1152,Tequila Little Time,Jon Pardi
2021-10-29,1166,Freedom Was A Highway,Jimmie Allen & Brad Paisley
2021-10-29,1180,Maybach,42 Dugg Featuring Future
2021-10-29,1194,Get Into It (Yuh),Doja Cat
2021-10-29,1208,No Friends In The Industry,Drake
2021-10-29,1222,For Tonight,Giveon
2021-10-29,1236,Praise God,Kanye West
2021-10-29,1250,Champagne Poetry,Drake
2021-10-29,1264,Let Somebody Go,Coldplay X Selena Gomez
2021-10-29,1278,"Ya Superame (En Vivo Desde Culiacan, Sinaloa)",Grupo Firme
2021-10-29,1292,You Time,Scotty McCreery
2021-10-29,1306,In The Bible,Drake Featuring Lil Durk & Giveon
2021-10-29,1320,Peepin Out The Window,Young Thug With Future & BSlime
2021-10-29,1334,Who's In Your Head,Jonas Brothers
2021-10-29,1348,Woo Baby,Pop Smoke Featuring Chris Brown
2021-10-29,1362,Flocky Flocky,Don Toliver Featuring Travis Scott
2021-10-29,1376,Like A Lady,Lady A
2021-10-29,1390,Just About Over You,Priscilla Block
2021-11-05,4,Easy On Me,Adele
2021-11-05,18,Stay,The Kid LAROI & Justin Bieber
2021-11-05,32,Industry Baby,Lil Nas X & Jack Harlow
2021-11-05,46,Fancy Like,Walker Hayes
2021-11-05,60,Bad Habits,Ed Sheeran
2021-11-05,74,Way 2 Sexy,Drake Featuring Future & Young Thug
2021-11-05,88,Shivers,Ed Sheeran
2021-11-05,102,Good 4 U,Olivia Rodrigo
2021-11-05,116,Need To Know,Doja Cat
2021-11-05,130,Levitating,Dua Lipa
2021-11-05,144,Essence,Wizkid Featuring Justin Bieber & Tems
2021-11-05,158,Kiss Me More,Doja Cat Featuring SZA
2021-11-05,172,Heat Waves,Glass Animals
2021-11-05,186,Beggin',Maneskin
2021-11-05,200,Cold Heart (PNAU Remix),Elton John & Dua Lipa
2021-11-05,214,You Right,Doja Cat & The Weeknd
2021-11-05,228,Save Your Tears,The Weeknd & Ariana Grande
2021-11-05,242,If I Didn't Love You,Jason Aldean & Carrie Underwood
2021-11-05,256,Traitor,Olivia Rodrigo
2021-11-05,270,My Universe,Coldplay x BTS
2021-11-05,284,Who Want Smoke??,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage"
2021-11-05,298,Knife Talk,Drake Featuring 21 Savage & Project Pat
2021-11-05,312,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole
2021-11-05,326,Montero (Call Me By Your Name),Lil Nas X
2021-11-05,340,Chasing After You,Ryan Hurd With Maren Morris
2021-11-05,354,Girls Want Girls,Drake Featuring Lil Baby
2021-11-05,368,Moth To A Flame,Swedish House Mafia & The Weeknd
2021-11-05,382,Let's Go Brandon,Bryson Gray Featuring Tyson James & Chandler Crump
2021-11-05,396,Thats What I Want,Lil Nas X
2021-11-05,410,Pepas,Farruko
2021-11-05,424,Love Nwantiti (Ah Ah Ah),CKay
2021-11-05,438,Take My Breath,The Weeknd
2021-11-05,452,Happier Than Ever,Billie Eilish
2021-11-05,466,Wockesha,Moneybagg Yo
2021-11-05,480,Better Days,NEIKED X Mae Muller X Polo G
2021-11-05,494,Buy Dirt,Jordan Davis Featuring Luke Bryan
2021-11-05,508,Ghost,Justin Bieber
2021-11-05,522,Lets Go Brandon,Loza Alexander
2021-11-05,536,Cold As You,Luke Combs
2021-11-05,550,A-O-K,Tai Verdes
2021-11-05,564,You Should Probably Leave,Chris Stapleton
2021-11-05,578,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak)
2021-11-05,592,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter
2021-11-05,606,Memory I Don't Mess With,Lee Brice
2021-11-05,620,Bubbly,Young Thug With Drake & Travis Scott
2021-11-05,634,Wild Side,Normani Featuring Cardi B
2021-11-05,648,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk
2021-11-05,662,Gyalis,Capella Grey
2021-11-05,676,I Was On A Boat That Day,Old Dominion
2021-11-05,690,Family Ties,Baby Keem & Kendrick Lamar
2021-11-05,704,Have Mercy,Chloe
2021-11-05,718,Fair Trade,Drake Featuring Travis Scott
2021-11-05,732,Same Boat,Zac Brown Band
2021-11-05,746,My Boy,Elvie Shane
2021-11-05,760,Hurricane,Kanye West
2021-11-05,774,Chosen,Blxst & Tyga Featuring Ty Dolla $ign
2021-11-05,788,Baddest,"Yung Bleu, Chris Brown & 2 Chainz"
2021-11-05,802,Knowing You,Kenny Chesney
2021-11-05,816,Memory,Kane Brown X blackbear
2021-11-05,830,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs
2021-11-05,844,Not In The Mood,"Lil Tjay, Fivio Foreign & Kay Flock"
2021-11-05,858,Pissed Me Off,Lil Durk
2021-11-05,872,Woman,Doja Cat
2021-11-05,886,Sand In My Boots,Morgan Wallen
2021-11-05,900,'Til You Can't,Cody Johnson
2021-11-05,914,Love Again,Dua Lipa
2021-11-05,928,Whiskey And Rain,Michael Ray
2021-11-05,942,One Mississippi,Kane Brown
2021-11-05,956,Switches & Dracs,Moneybagg Yo Featuring Lil Durk & EST Gee
2021-11-05,970,Jugaste y Sufri,Eslabon Armado Featuring DannyLux
2021-11-05,984,Too Easy,Gunna & Future
2021-11-05,998,Esta Danada,Ivan Cornejo
2021-11-05,1012,Volvi,Aventura x Bad Bunny
2021-11-05,1026,Tequila Little Time,Jon Pardi
2021-11-05,1040,Whole Lotta Money,BIA Featuring Nicki Minaj
2021-11-05,1054,2055,Sleepy Hallow
2021-11-05,1068,Maybach,42 Dugg Featuring Future
2021-11-05,1082,WFM,RealestK
2021-11-05,1096,Poke It Out,Wale Featuring J. Cole
2021-11-05,1110,Praise God,Kanye West
2021-11-05,1124,Lo Siento BB:/,"Tainy, Bad Bunny & Julieta Venegas"
2021-11-05,1138,Freedom Was A Highway,Jimmie Allen & Brad Paisley
2021-11-05,1152,For Tonight,Giveon
2021-11-05,1166,Thot Shit,Megan Thee Stallion
2021-11-05,1180,Like A Lady,Lady A
2021-11-05,1194,Get Into It (Yuh),Doja Cat
2021-11-05,1208,Scorpio,Moneybagg Yo
2021-11-05,1222,Big Energy,Latto
2021-11-05,1236,Half Of My Hometown,Kelsea Ballerini Featuring Kenny Chesney
2021-11-05,1250,Money,LISA
2021-11-05,1264,No Friends In The Industry,Drake
2021-11-05,1278,"Ya Superame (En Vivo Desde Culiacan, Sinaloa)",Grupo Firme
2021-11-05,1292,Who's In Your Head,Jonas Brothers
2021-11-05,1306,In The Bible,Drake Featuring Lil Durk & Giveon
2021-11-05,1320,Just About Over You,Priscilla Block
2021-11-05,1334,To Be Loved By You,Parker McCollum
2021-11-05,1348,Ain't Shit,Doja Cat
2021-11-05,1362,Life Goes On,Oliver Tree
2021-11-05,1376,Come Through,H.E.R. Featuring Chris Brown
2021-11-05,1390,Nevada,YoungBoy Never Broke Again
2021-11-12,4,Easy On Me,Adele
2021-11-12,18,Stay,The Kid LAROI & Justin Bieber
2021-11-12,32,Industry Baby,Lil Nas X & Jack Harlow
2021-11-12,46,Bad Habits,Ed Sheeran
2021-11-12,60,Fancy Like,Walker Hayes
2021-11-12,74,Shivers,Ed Sheeran
2021-11-12,88,Way 2 Sexy,Drake Featuring Future & Young Thug
2021-11-12,102,Need To Know,Doja Cat
2021-11-12,116,Good 4 U,Olivia Rodrigo
2021-11-12,130,Heat Waves,Glass Animals
2021-11-12,144,Levitating,Dua Lipa
2021-11-12,158,Essence,Wizkid Featuring Justin Bieber & Tems
2021-11-12,172,Beggin',Maneskin
2021-11-12,186,Cold Heart (PNAU Remix),Elton John & Dua Lipa
2021-11-12,200,Kiss Me More,Doja Cat Featuring SZA
2021-11-12,214,You Right,Doja Cat & The Weeknd
2021-11-12,228,Save Your Tears,The Weeknd & Ariana Grande
2021-11-12,242,If I Didn't Love You,Jason Aldean & Carrie Underwood
2021-11-12,256,Thriller,Michael Jackson
2021-11-12,270,Traitor,Olivia Rodrigo
2021-11-12,284,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole
2021-11-12,298,Knife Talk,Drake Featuring 21 Savage & Project Pat
2021-11-12,312,My Universe,Coldplay x BTS
2021-11-12,326,Who Want Smoke??,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage"
2021-11-12,340,Chasing After You,Ryan Hurd With Maren Morris
2021-11-12,354,Girls Want Girls,Drake Featuring Lil Baby
2021-11-12,368,Montero (Call Me By Your Name),Lil Nas X
2021-11-12,382,Happier Than Ever,Billie Eilish
2021-11-12,396,Better Days,NEIKED X Mae Muller X Polo G
2021-11-12,410,Pepas,Farruko
2021-11-12,424,Buy Dirt,Jordan Davis Featuring Luke Bryan
2021-11-12,438,Thats What I Want,Lil Nas X
2021-11-12,452,Love Nwantiti (Ah Ah Ah),CKay
2021-11-12,466,Cold As You,Luke Combs
2021-11-12,480,Ghost,Justin Bieber
2021-11-12,494,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter
2021-11-12,508,Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers"
2021-11-12,522,Wockesha,Moneybagg Yo
2021-11-12,536,You Should Probably Leave,Chris Stapleton
2021-11-12,550,Ghostbusters,Ray Parker Jr.
2021-11-12,564,Overpass Graffiti,Ed Sheeran
2021-11-12,578,Somebody's Watching Me,Rockwell
2021-11-12,592,Wild Side,Normani Featuring Cardi B
2021-11-12,606,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak)
2021-11-12,620,Take My Breath,The Weeknd
2021-11-12,634,Gyalis,Capella Grey
2021-11-12,648,I Was On A Boat That Day,Old Dominion
2021-11-12,662,Same Boat,Zac Brown Band
2021-11-12,676,Family Ties,Baby Keem & Kendrick Lamar
2021-11-12,690,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk
2021-11-12,704,Have Mercy,Chloe
2021-11-12,718,A-O-K,Tai Verdes
2021-11-12,732,Chosen,Blxst & Tyga Featuring Ty Dolla $ign
2021-11-12,746,Moth To A Flame,Swedish House Mafia & The Weeknd
2021-11-12,760,Fair Trade,Drake Featuring Travis Scott
2021-11-12,774,Bubbly,Young Thug With Drake & Travis Scott
2021-11-12,788,Knowing You,Kenny Chesney
2021-11-12,802,Memory I Don't Mess With,Lee Brice
2021-11-12,816,One Mississippi,Kane Brown
2021-11-12,830,Memory,Kane Brown X blackbear
2021-11-12,844,Demon High,Lil Uzi Vert
2021-11-12,858,Sand In My Boots,Morgan Wallen
2021-11-12,872,Hurricane,Kanye West
2021-11-12,886,Woman,Doja Cat
2021-11-12,900,Baddest,"Yung Bleu, Chris Brown & 2 Chainz"
2021-11-12,914,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs
2021-11-12,928,Whiskey And Rain,Michael Ray
2021-11-12,942,Tequila Little Time,Jon Pardi
2021-11-12,956,Too Easy,Gunna & Future
2021-11-12,970,'Til You Can't,Cody Johnson
2021-11-12,984,Jugaste y Sufri,Eslabon Armado Featuring DannyLux
2021-11-12,998,Volvi,Aventura x Bad Bunny
2021-11-12,1012,Love Again,Dua Lipa
2021-11-12,1026,Maybach,42 Dugg Featuring Future
2021-11-12,1040,My Boy,Elvie Shane
2021-11-12,1054,Big Energy,Latto
2021-11-12,1068,2055,Sleepy Hallow
2021-11-12,1082,Praise God,Kanye West
2021-11-12,1096,Poke It Out,Wale Featuring J. Cole
2021-11-12,1110,For Tonight,Giveon
2021-11-12,1124,Rap Freaks,Yung Miami
2021-11-12,1138,Eat It,Megan Thee Stallion
2021-11-12,1152,Esta Danada,Ivan Cornejo
2021-11-12,1166,Freedom Was A Highway,Jimmie Allen & Brad Paisley
2021-11-12,1180,Whole Lotta Money,BIA Featuring Nicki Minaj
2021-11-12,1194,Switches & Dracs,Moneybagg Yo Featuring Lil Durk & EST Gee
2021-11-12,1208,Half Of My Hometown,Kelsea Ballerini Featuring Kenny Chesney
2021-11-12,1222,Get Into It (Yuh),Doja Cat
2021-11-12,1236,Pissed Me Off,Lil Durk
2021-11-12,1250,Lo Siento BB:/,"Tainy, Bad Bunny & Julieta Venegas"
2021-11-12,1264,"Ya Superame (En Vivo Desde Culiacan, Sinaloa)",Grupo Firme
2021-11-12,1278,Who's In Your Head,Jonas Brothers
2021-11-12,1292,Money,LISA
2021-11-12,1306,Come Through,H.E.R. Featuring Chris Brown
2021-11-12,1320,WFM,RealestK
2021-11-12,1334,Lets Go Brandon,Loza Alexander
2021-11-12,1348,Just About Over You,Priscilla Block
2021-11-12,1362,To Be Loved By You,Parker McCollum
2021-11-12,1376,Let's Go Brandon,Bryson Gray Featuring Tyson James & Chandler Crump
2021-11-12,1390,Ghost Town,Benson Boone
2021-11-19,4,Easy On Me,Adele
2021-11-19,18,Stay,The Kid LAROI & Justin Bieber
2021-11-19,32,Industry Baby,Lil Nas X & Jack Harlow
2021-11-19,46,Bad Habits,Ed Sheeran
2021-11-19,60,Shivers,Ed Sheeran
2021-11-19,74,One Right Now,Post Malone & The Weeknd
2021-11-19,88,Fancy Like,Walker Hayes
2021-11-19,102,Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak)
2021-11-19,116,Need To Know,Doja Cat
2021-11-19,130,Heat Waves,Glass Animals
2021-11-19,144,Escape Plan,Travis Scott
2021-11-19,158,Way 2 Sexy,Drake Featuring Future & Young Thug
2021-11-19,172,No Love,Summer Walker & SZA
2021-11-19,186,Cold Heart (PNAU Remix),Elton John & Dua Lipa
2021-11-19,200,Good 4 U,Olivia Rodrigo
2021-11-19,214,Essence,Wizkid Featuring Justin Bieber & Tems
2021-11-19,228,Beggin',Maneskin
2021-11-19,242,Levitating,Dua Lipa
2021-11-19,256,You Right,Doja Cat & The Weeknd
2021-11-19,270,Kiss Me More,Doja Cat Featuring SZA
2021-11-19,284,If I Didn't Love You,Jason Aldean & Carrie Underwood
2021-11-19,298,Save Your Tears,The Weeknd & Ariana Grande
2021-11-19,312,Knife Talk,Drake Featuring 21 Savage & Project Pat
2021-11-19,326,Chasing After You,Ryan Hurd With Maren Morris
2021-11-19,340,Bitter,Summer Walker & Cardi B
2021-11-19,354,Mafia,Travis Scott
2021-11-19,368,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole
2021-11-19,382,Girls Want Girls,Drake Featuring Lil Baby
2021-11-19,396,Better Days,NEIKED X Mae Muller X Polo G
2021-11-19,410,Buy Dirt,Jordan Davis Featuring Luke Bryan
2021-11-19,424,Happier Than Ever,Billie Eilish
2021-11-19,438,Love Nwantiti (Ah Ah Ah),CKay
2021-11-19,452,Ex For A Reason,Summer Walker & JT
2021-11-19,466,Traitor,Olivia Rodrigo
2021-11-19,480,Who Want Smoke??,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage"
2021-11-19,494,Ghost,Justin Bieber
2021-11-19,508,Pepas,Farruko
2021-11-19,522,Thats What I Want,Lil Nas X
2021-11-19,536,Cold As You,Luke Combs
2021-11-19,550,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter
2021-11-19,564,Throw It Away,Summer Walker
2021-11-19,578,Montero (Call Me By Your Name),Lil Nas X
2021-11-19,592,My Universe,Coldplay x BTS
2021-11-19,606,Reciprocate,Summer Walker
2021-11-19,620,Toxic,Summer Walker Featuring Lil Durk
2021-11-19,634,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak)
2021-11-19,648,You Should Probably Leave,Chris Stapleton
2021-11-19,662,Unloyal,Summer Walker & Ari Lennox
2021-11-19,676,Constant Bulls**t,Summer Walker
2021-11-19,690,You Don't Know Me,Summer Walker
2021-11-19,704,Same Boat,Zac Brown Band
